timestamp,phase,activity,actor,active_minutes,wall_minutes,checker_calls,checker_green,files_changed,loc_added,loc_deleted,invariant_revisions,lemma_graph_revisions,notes
2026-08-01T15:04:05-04:00,M0,portable-current-tree-refinement-replay,Codex,,6.419,1,1,,,,,,"Run 20260801Tpublish-portable-refinement-02 replayed the current dependency closure after theory-master-directory cpp wrapper resolution; exactly 385.146 s, exit 0, timed_out=false, quick_and_dirty=false; status SHA-256 6D45F563CB84212812C59F5A723DD17177E03FF36328D6FFAF96AAA3FAB78B5E; stdout SHA-256 594A6C89502091A013CB9A6D71EDC6DB1AB76A5C174D869F15DB2687F4B95C89; final theorem SHA-256 unchanged at 43BC41254C609DF8302F38113F662912E2FD99C72D0A612E5A72925E5AA1C9E7"
2026-08-01T17:00:00-04:00,M0,portable-seal-addressed-scheduler-parse,Codex,,0.393,1,1,,,,,,"Run 20260801Tseal-scheduler-parse-01-portable took exactly 23.566 s; exit 0, timed_out=false, quick_and_dirty=false; exact six-base addressed-global map; portable identity ELF DC830E50513384D712E0D1C68CB198EA656365F673D021C452D7D7EBD45C045A, ledger CA288A4CD2344BE979ADFA9DBF0298C6715F196D64AE472D173304289C4F2C02, config 27F74768E1DB1C3F8DBFCFC85371075192BB7D2544ED324DC81B65A9A2911712; support gate with zero refinement-count delta"
2026-08-01T17:01:00-04:00,M0,portable-seal-ordinary-layout-no-go,Codex,,0.553,1,1,,,,,,"Run 20260801Tseal-p2-layout-no-go-01-portable took exactly 33.162 s; exit 0, timed_out=false, quick_and_dirty=false; preserves the checker-green fact that ordinary unconstrained CParser addressed globals cannot supply the artifact-bound P2 witness; zero refinement-count delta"
2026-08-01T17:02:00-04:00,M0,portable-seal-static-nine-geometry,Codex,,0.462,1,1,,,,,,"Run 20260801Tseal-p2-static-nine-01-portable took exactly 27.701 s; exit 0, timed_out=false, quick_and_dirty=false; six mapped bases derive nine distinct guarded static xLIST regions, with eight projected P2 roots; zero refinement-count delta"
2026-08-01T17:03:00-04:00,M0,portable-seal-dynamic-tcb-geometry,Codex,,0.458,1,1,,,,,,"Run 20260801Tseal-p2-dynamic-all-nine-01-portable took exactly 27.467 s; exit 0, timed_out=false, quick_and_dirty=false; fresh logical P2_IDLE/P2_RUN TCB and item regions are mutually separate and avoid all nine static roots; no allocator/boot claim and zero refinement-count delta"
2026-08-01T17:04:00-04:00,M0,portable-seal-p2-preimage-refinement,Codex,,2.014,1,1,,,,,,"Run 20260801Tseal-p2-preimage-06-parenthesised-seal took exactly 120.854 s; exit 0, timed_out=false, quick_and_dirty=false; frozen_p2_artifact_bound_seal constructs a StableRunning source-footprint preimage and composes artifact-specialized generated vTaskDelay' 2 exact state to YieldPending/task_delay_abs 2 p2_pre; artifact-bound theorem #12; distinct-operation count remains 8"
2026-08-01T17:05:00-04:00,M0,portable-seal-four-call-list-chain,Codex,,0.539,1,1,,,,,,"Run 20260801Tseal-list-four-call-01-portable took exactly 32.338 s; exit 0, timed_out=false, quick_and_dirty=false; literal vListInitialise' -> vListInitialiseItem' -> vListInsertEnd' -> vListRemove' theorem has no assumptions and exactly three runs_to_bind steps; no tail8 claim; refinement theorem #13 and sequential composition #2; final inventory 13/8/2"
2026-08-01T17:06:00-04:00,M0,portable-seal-stock-list-smoke,Codex,,1.133,1,1,,,,,,"Run 20260801Tseal-list-smoke-01-portable took exactly 67.973 s; exit 0, timed_out=false, quick_and_dirty=false; stock list CParser/AutoCorres2 translation replay; zero refinement-count delta"
2026-08-01T17:07:00-04:00,M0,portable-seal-list-raw-skip,Codex,,0.376,1,1,,,,,,"Run 20260801Tseal-list-raw-skip-01-portable took exactly 22.551 s; exit 0, timed_out=false, quick_and_dirty=false; raw skip_heap_abs list translation replay; zero refinement-count delta"
2026-08-01T17:08:00-04:00,M0,portable-seal-capstone-assumption-audit,Codex+assumption_audit,,2.290,1,1,,,,,,"Run 20260801Tseal-assumption-audit-01-portable took exactly 137.387 s; exit 0, timed_out=false, quick_and_dirty=false; five capstone theorem objects each have prems=0, hyps=0, implications=0, shyps=0, extra_shyps=0; no function-address, addressed-data-global, or generated G/S locale premises; theory SHA-256 3EEA7EA0AF579112D875FD68BECBFF2DBA07DE4942E06766F2E074E3BE9CDCF0; zero refinement-count delta"
